husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
28,0,750,16,0,0,50,0,750,28,0,17,0,0,67500,6,5,0,50,28.5,1,15
40,0,425,12,0,0,58,1,150,45,0,16,0,0,32500,22,23,0,35,24.7,1,4.285714
32,0,400,12,0,0,60,0,142,31,0,16,0,0,67500,14,9,0,21,60.116,1,6.761905
61,0,50,16,0,0,7,0,20,58,0,18,0,0,37500,39,34,0,6,36.46,1,3.333333
55,0,300,14,0,0,38,0,750,50,0,15,0,0,55000,35,29,0,40,16,1,18.75
29,0,750,16,0,0,40,0,865,29,0,16,0,0,112500,7,7,0,40,67.52,1,21.625
33,0,700,17,0,0,40,0,700,33,0,16,0,0,112500,10,11,0,40,76.1,1,17.5
30,1,1008,14,0,0,40,0,900,29,0,14,0,0,112500,10,9,0,40,65.7,1,22.5
36,1,360,16,0,0,42,0,212,30,0,13,0,0,45000,14,11,0,40,33.976,1,5.3
49,1,700,8,0,0,0,0,400,44,0,12,0,0,27500,35,26,0,40,6.7,1,10
53,0,388,12,0,0,40,0,360,50,0,12,0,0,67500,35,32,0,32,48.78,1,11.25
61,0,408,9,0,0,40,0,606,58,0,12,0,0,67500,46,40,0,40,35.988,1,15.15
32,0,600,12,0,0,60,0,400,32,0,12,0,0,55000,14,14,0,40,34.2,1,10
44,0,730,12,0,0,45,0,180,43,0,14,0,0,22500,26,23,0,24,13.14,1,7.5
40,0,364,12,0,0,40,1,110,38,0,8,0,0,17500,22,24,0,15,11.78,1,7.333333
30,0,900,16,0,0,50,0,960,26,0,16,0,0,67500,8,4,0,40,17.58,1,24
45,0,1111,16,0,0,60,0,156,41,0,12,0,0,67500,23,23,1,24,59.388,1,6.5
36,1,470,12,0,0,19,1,279,34,0,12,0,0,45000,18,16,0,40,30.492,1,6.975
39,0,800,12,0,0,60,1,150,39,0,12,0,0,45000,21,21,0,20,37.2,1,7.5
33,0,540,12,0,0,45,0,280,31,0,12,0,0,45000,15,13,1,40,30.44,1,7
28,0,577,13,0,0,45,0,538,28,0,14,0,0,55000,9,8,1,45,27.024,1,11.95556
31,0,260,13,0,0,50,0,137,31,0,15,0,0,17500,12,10,1,30,10.376,1,4.566667
52,0,481,12,0,0,40,0,308,51,0,12,1,0,32500,34,33,0,40,16.484,1,7.7
43,0,550,14,0,0,40,0,600,53,0,16,0,1,67500,23,31,0,45,36.3,1,13.33333
39,0,321,13,0,0,49,1,200,36,0,12,0,0,17500,20,18,0,40,7.1,1,5
39,0,534,12,0,0,38,1,605,28,0,12,0,1,67500,21,10,0,40,36.04,1,15.125
53,0,320,12,1,0,40,0,320,49,1,11,0,0,22500,35,32,0,40,5.86,1,8
30,0,900,18,0,0,32,0,876,30,0,16,0,0,67500,6,8,0,45,21.948,1,19.46667
29,0,240,5,0,1,40,0,158,30,0,8,1,0,13750,18,16,1,40,5.534,1,3.95
29,0,240,5,0,1,40,0,158,30,0,8,1,0,13750,18,16,1,40,5.534,1,3.95
47,0,460,12,0,0,32,0,500,49,0,12,0,0,55000,29,31,0,35,29,1,14.28571
52,0,220,12,0,0,40,0,280,40,0,12,0,0,22500,34,22,1,40,7.94,1,7
26,0,750,16,0,0,40,0,356,25,0,16,0,0,45000,4,3,0,40,26.488,1,8.9
31,0,1000,18,0,0,65,0,173,30,0,16,0,0,55000,7,8,1,20,46.004,1,8.65
26,0,480,5,0,1,48,0,330,24,0,9,1,0,45000,15,9,1,45,27.84,1,7.333333
57,0,850,14,0,0,45,0,400,51,0,16,0,0,0,37,29,0,40,0,1,10
49,0,302,17,0,0,40,1,420,41,0,14,0,0,32500,26,21,0,40,10.66,1,10.5
49,0,684,12,0,0,40,0,407,51,0,12,0,0,55000,31,33,0,60,33.836,1,6.783333
33,0,827,14,0,0,50,0,455,32,0,15,0,0,55000,13,11,1,30,31.34,1,15.16667
41,1,567,18,0,0,20,1,500,38,0,18,0,1,55000,17,14,0,50,29,1,10
36,1,180,12,0,0,40,1,220,35,0,12,0,1,37500,18,17,0,40,26.06,1,5.5
29,0,960,18,0,0,45,0,960,26,0,16,0,0,112500,5,4,0,40,62.58,1,24
32,0,400,12,0,0,57,0,340,31,0,12,0,0,32500,14,13,1,40,14.82,1,8.5
24,0,550,16,0,0,40,0,240,24,0,16,0,0,27500,2,2,0,40,15.02,1,6
53,1,340,14,0,0,40,0,225,53,0,16,0,0,0,33,31,0,35,0,1,6.428571
27,0,654,10,0,0,40,1,360,30,0,12,0,0,22500,11,12,0,40,3.78,1,9
30,0,450,12,0,0,40,1,320,29,0,10,0,0,37500,12,13,0,40,20.86,1,8
36,0,275,14,0,0,85,1,113,31,0,8,0,0,22500,16,17,0,24,16.624,1,4.708333
52,0,320,18,0,0,32,1,260,43,0,18,0,0,0,28,19,0,30,0,1,8.666667
49,0,400,12,0,0,40,0,240,46,0,12,0,0,67500,31,28,0,32,55.02,1,7.5
47,0,640,18,0,0,40,0,520,46,0,18,0,0,67500,23,22,0,40,40.46,1,13
43,1,400,8,0,0,40,1,241,41,0,12,0,1,32500,29,23,0,30,19.968,1,8.033334
38,0,1100,17,0,0,60,1,75,37,0,16,0,0,45000,15,15,0,9,41.1,1,8.333333
50,0,1050,18,0,0,48,1,890,41,0,18,0,0,112500,26,17,0,50,66.22,1,17.8
34,0,1300,18,0,0,20,0,25,29,0,16,0,0,112500,10,7,1,5,111.2,1,5
51,0,240,13,0,0,40,0,600,52,0,12,0,0,32500,32,34,0,40,1.3,1,15
57,1,740,14,0,0,32,0,650,56,0,14,0,0,112500,37,36,0,40,78.7,1,16.25
30,0,420,12,0,0,32,1,460,28,0,12,0,0,67500,12,10,0,35,43.58,1,13.14286
44,0,690,12,0,0,44,1,80,39,0,12,0,0,22500,26,21,0,32,18.34,1,2.5
37,0,700,13,0,0,50,0,400,40,0,12,0,0,67500,18,22,0,50,46.7,1,8
36,0,500,12,0,0,40,1,750,38,0,16,0,0,67500,18,16,0,36,28.5,1,20.83333
51,0,480,4,0,1,40,0,240,48,0,4,1,0,37500,41,38,0,40,25.02,1,6
38,0,784,12,0,1,48,1,280,32,0,10,1,0,3000,20,16,0,40,0,1,7
44,0,635,12,1,0,40,1,349,43,1,12,0,1,112500,26,25,0,40,94.352,1,8.725
44,0,750,13,0,0,40,0,200,38,0,13,0,0,45000,25,19,1,16,34.6,1,12.5
32,0,600,15,0,0,43,0,369,26,0,16,0,0,55000,11,4,0,40,35.812,1,9.225
36,0,550,13,0,1,50,0,318,34,0,14,1,0,27500,17,14,1,40,10.964,1,7.95
56,0,925,14,0,0,49,0,486,53,0,14,0,1,112500,36,33,0,40,87.228,1,12.15
54,1,502,13,0,0,40,0,475,51,0,12,0,1,55000,35,33,0,40,30.3,1,11.875
35,0,450,15,0,0,32,0,225,34,0,16,0,0,22500,14,12,1,40,10.8,1,5.625
30,0,597,16,0,0,38,0,594,27,0,15,0,1,67500,8,6,0,24,36.612,1,24.75
30,0,750,13,0,0,48,0,247,30,0,12,0,0,45000,11,12,1,36,32.156,1,6.861111
36,0,625,14,0,0,32,0,604,37,0,12,0,0,55000,16,19,0,40,23.592,1,15.1
32,0,900,16,0,0,60,0,700,35,0,16,0,0,67500,10,13,1,40,31.1,1,17.5
53,1,1600,12,0,0,40,0,1200,46,0,14,0,1,45000,35,26,0,40,0,1,30
42,0,546,18,0,0,80,1,306,39,0,16,0,0,45000,18,17,0,20,29.088,1,15.3
39,0,650,12,0,0,50,1,506,40,0,12,0,0,67500,21,22,0,45,41.188,1,11.24444
34,0,170,12,1,0,40,1,250,31,1,12,0,0,0,16,13,0,40,0,1,6.25
56,0,400,10,0,0,40,1,400,44,0,14,0,0,27500,40,24,0,16,6.7,1,25
38,1,635,12,0,0,37,0,50,37,0,18,0,0,45000,20,13,1,8,42.4,1,6.25
42,0,1538,18,0,0,40,1,1057,29,0,14,0,1,112500,18,9,0,40,57.536,1,26.425
62,0,156,16,0,0,26,0,650,59,0,12,0,0,55000,40,41,0,40,21.2,1,16.25
33,1,538,16,0,0,80,0,480,33,0,16,0,1,45000,11,11,1,40,20.04,1,12
48,0,500,16,0,0,60,0,240,32,0,14,0,0,32500,26,12,1,32,20.02,1,7.5
31,1,525,15,0,0,0,1,527,32,0,14,0,1,32500,10,12,0,40,5.096,1,13.175
58,0,440,8,0,0,40,0,624,44,0,12,0,0,0,44,26,0,40,0,1,15.6
43,0,445,13,0,0,45,1,325,43,0,12,0,0,37500,24,25,0,40,20.6,1,8.125
34,0,170,12,0,0,40,0,342,32,0,16,0,0,32500,16,10,1,35,14.716,1,9.771428
48,0,1045,16,0,1,40,0,400,52,0,12,1,0,67500,26,34,0,40,46.7,1,10
40,0,240,12,0,0,40,1,186,37,0,12,0,0,22500,22,19,0,40,12.828,1,4.65
52,1,440,14,0,0,40,1,1200,45,0,17,0,0,37500,32,22,0,40,0,1,30
37,0,1300,16,0,0,50,1,280,37,0,12,0,0,45000,15,19,0,40,30.44,1,7
43,0,300,12,0,0,40,1,350,40,0,12,0,0,0,25,22,0,32,0,1,10.9375
37,0,492,12,0,0,42,1,320,35,0,12,0,0,37500,19,17,0,14,20.86,1,22.85714
34,0,770,16,0,0,40,1,138,35,0,16,0,0,22500,12,13,0,32,15.324,1,4.3125
52,0,750,18,0,0,40,0,248,38,0,12,0,0,55000,28,20,0,35,42.104,1,7.085714
42,0,750,12,0,0,40,1,1000,37,0,18,0,0,112500,24,13,0,40,60.5,1,25
40,0,540,12,0,0,40,1,1250,35,0,12,0,0,55000,22,17,0,32,0,1,39.0625
37,0,700,16,0,0,40,1,335,34,0,12,0,0,67500,15,16,0,40,50.08,1,8.375
52,0,662,12,0,0,40,0,420,36,0,12,0,0,67500,34,18,0,40,45.66,1,10.5
28,0,358,9,0,1,40,0,364,42,0,12,1,0,37500,13,24,1,40,18.572,1,9.1
29,0,687,12,0,0,75,0,360,25,0,13,0,1,37500,11,6,0,40,18.78,1,9
36,0,550,16,0,0,60,0,500,43,0,12,0,0,45000,14,25,0,40,19,1,12.5
40,0,900,12,0,0,50,1,400,31,0,16,0,0,55000,22,9,0,40,34.2,1,10
48,0,440,12,0,0,84,1,136,43,0,9,0,0,22500,30,28,0,30,15.428,1,4.533333
28,0,760,10,0,0,24,0,348,30,0,17,0,0,55000,12,7,1,18,36.904,1,19.33333
30,0,692,13,0,0,44,0,413,31,0,16,0,0,55000,11,9,1,45,33.524,1,9.177778
31,0,170,8,0,0,40,1,180,28,0,10,0,0,11500,17,12,0,40,2.14,1,4.5
52,0,1060,18,0,0,40,1,267,55,0,16,0,0,112500,28,33,0,40,98.616,1,6.675
43,1,870,12,0,0,40,0,700,42,0,12,0,0,112500,25,24,0,40,76.1,1,17.5
31,0,210,12,0,0,15,0,186,27,0,11,0,0,8750,13,10,1,40,0,1,4.65
32,0,450,17,0,0,40,0,340,29,0,16,0,0,32500,9,7,1,24,14.82,1,14.16667
51,1,640,11,1,0,40,0,520,47,1,12,0,0,3000,34,29,0,40,0,1,13
34,0,450,14,0,0,40,0,500,35,0,15,0,0,45000,14,14,1,30,19,1,16.66667
56,0,1050,18,0,0,50,0,1050,42,0,18,0,0,112500,32,18,0,50,57.9,1,21
36,0,1500,16,0,0,40,0,1500,36,0,14,0,0,0,14,16,1,40,0,1,37.5
40,0,344,12,0,0,37,0,808,48,0,12,0,0,37500,22,30,0,40,0,1,20.2
54,0,1000,16,0,0,40,1,227,53,0,16,0,0,112500,32,31,0,21,100.696,1,10.80952
44,1,600,16,0,0,60,1,550,39,0,16,0,1,45000,22,17,0,45,16.4,1,12.22222
44,0,872,16,0,0,45,1,201,43,0,16,0,0,55000,22,21,0,32,44.548,1,6.28125
38,0,657,15,0,0,60,0,750,34,0,12,1,0,55000,17,16,1,66,16,1,11.36364
54,0,1200,16,0,0,55,0,700,47,0,16,0,0,112500,32,25,0,70,76.1,1,10
40,0,340,7,0,1,40,1,200,38,0,10,1,0,45000,27,22,0,40,34.6,1,5
32,0,800,9,0,0,40,0,280,32,0,12,0,0,45000,17,14,0,40,30.44,1,7
30,0,550,12,0,0,40,0,300,28,0,12,0,0,37500,12,10,1,40,21.9,1,7.5
44,0,1923,18,0,0,50,0,416,43,0,18,0,0,112500,20,19,0,16,90.868,1,26
37,0,360,13,0,0,40,0,720,27,0,14,0,0,55000,18,7,0,40,17.56,1,18
33,0,625,14,0,0,60,0,550,28,0,14,1,0,55000,13,8,0,40,26.4,1,13.75
45,0,1923,16,0,0,40,0,650,44,0,12,0,0,3000,23,26,0,40,0,1,16.25
37,0,600,12,0,0,50,0,310,23,0,13,0,0,55000,19,4,0,40,38.88,1,7.75
37,0,500,12,0,0,42,1,240,36,0,12,0,0,37500,19,18,0,40,25.02,1,6
44,0,120,4,0,1,30,1,106,36,0,6,1,0,8750,34,24,0,25,3.238,1,4.24
29,0,300,12,1,0,48,0,300,30,1,12,0,0,11500,11,12,1,40,0,1,7.5
57,0,550,11,0,0,40,1,100,46,0,12,0,0,0,40,28,0,24,0,1,4.166667
53,0,1200,12,0,0,40,0,341,53,0,12,0,0,67500,35,35,0,20,49.768,1,17.05
43,0,850,18,0,0,50,0,300,43,0,15,0,0,55000,19,22,0,36,39.4,1,8.333333
50,0,1800,16,0,0,24,0,168,46,0,16,0,0,55000,28,24,0,30,46.264,1,5.6
29,0,600,12,0,0,32,0,340,28,0,12,0,0,45000,11,10,0,40,27.32,1,8.5
50,0,400,12,0,0,40,0,400,38,0,14,0,1,55000,32,18,0,40,34.2,1,10
48,0,300,12,0,0,50,1,150,47,0,12,0,0,55000,30,29,0,35,47.2,1,4.285714
37,0,503,15,0,0,45,0,50,31,0,16,0,0,27500,16,9,1,24,24.9,1,2.083333
28,0,500,12,0,0,50,0,320,30,0,12,0,0,37500,10,12,0,40,20.86,1,8
25,0,520,16,0,0,50,0,420,25,0,16,0,0,45000,3,3,0,40,23.16,1,10.5
42,0,440,16,0,0,40,1,98,35,0,14,0,0,37500,20,15,0,15,32.404,1,6.533333
66,0,1250,16,0,0,40,0,80,57,0,12,0,0,37500,44,39,0,8,33.34,1,10
32,0,600,16,0,0,60,0,400,37,0,12,1,1,112500,10,19,0,39,91.7,1,10.25641
46,0,1923,14,0,0,40,0,100,43,0,12,0,0,3000,26,25,0,20,0,1,5
30,0,400,16,1,0,40,0,500,32,1,16,0,0,67500,8,10,1,40,41.5,1,12.5
34,1,383,10,0,0,45,0,332,35,0,12,0,0,3000,18,17,0,40,0,1,8.3
48,0,1000,12,0,0,45,0,165,43,0,12,0,0,112500,30,25,0,20,103.92,1,8.25
33,0,592,12,0,0,34,0,473,32,0,12,1,0,55000,15,14,0,45,30.404,1,10.51111
32,1,596,18,0,0,48,0,600,29,0,18,0,1,67500,8,5,1,45,36.3,1,13.33333
38,0,1200,13,0,0,40,1,170,37,0,12,0,0,55000,19,19,0,40,46.16,1,4.25
60,1,1000,13,0,0,70,0,336,59,0,15,0,0,55000,41,38,0,24,37.528,1,14
37,0,602,11,1,0,50,1,426,35,1,14,0,0,22500,20,15,0,40,0.348,1,10.65
53,1,409,15,0,0,16,0,240,47,0,9,0,0,32500,32,32,0,40,20.02,1,6
47,0,865,12,0,0,50,1,595,44,0,15,0,0,67500,29,23,0,35,36.56,1,17
37,0,1000,16,1,0,45,0,400,36,1,16,0,0,67500,15,14,1,40,46.7,1,10
40,0,880,12,0,0,40,1,450,32,0,16,0,0,67500,22,10,0,40,44.1,1,11.25
30,0,553,16,0,0,40,0,538,28,0,16,0,0,67500,8,6,0,40,39.524,1,13.45
49,0,750,12,0,0,40,0,360,48,0,12,0,0,45000,31,30,0,40,26.28,1,9
50,0,1600,12,0,0,32,0,400,50,0,12,0,1,112500,32,32,0,40,91.7,1,10
28,0,460,16,0,0,45,0,230,34,0,16,0,0,27500,6,12,0,10,15.54,1,23
41,0,650,13,0,0,50,1,800,36,0,16,0,0,0,22,14,0,35,0,1,22.85714
40,0,1100,16,0,0,50,1,600,39,0,16,0,1,67500,18,17,0,25,36.3,1,24
26,0,210,12,0,0,35,0,250,26,0,12,0,0,27500,8,8,0,40,14.5,1,6.25
32,1,480,16,1,0,40,0,85,36,0,12,1,0,37500,10,18,1,100,33.08,1,0.85
48,0,1500,16,0,0,40,0,550,38,0,15,0,0,112500,26,17,0,40,83.9,1,13.75
48,1,600,16,1,0,40,1,640,49,1,18,0,1,112500,26,25,0,40,79.22,1,16
56,0,385,12,1,0,45,0,260,51,1,12,0,0,45000,38,33,0,40,31.48,1,6.5
34,1,541,12,0,0,56,1,468,32,0,12,0,1,67500,16,14,0,48,43.164,1,9.75
46,1,608,12,1,0,40,0,286,44,1,12,0,0,55000,28,26,0,40,40.128,1,7.15
40,0,1500,18,0,0,80,0,440,39,0,18,0,0,112500,16,15,0,40,89.62,1,11
33,0,750,13,0,0,50,1,250,34,0,13,0,0,55000,14,15,0,40,42,1,6.25
56,0,819,14,0,0,40,0,329,57,0,12,0,0,3000,36,39,0,32,0,1,10.28125
42,0,1923,16,0,0,50,0,730,34,0,13,0,0,112500,20,15,0,45,74.54,1,16.22222
60,1,568,12,0,0,40,0,214,53,0,12,1,0,37500,42,35,0,30,26.372,1,7.133333
34,0,800,16,0,0,24,0,400,30,0,16,0,0,67500,12,8,1,20,46.7,1,20
32,0,1000,16,0,0,40,0,1000,33,0,12,0,0,67500,10,15,0,40,15.5,1,25
35,1,715,13,0,0,40,0,300,34,0,12,0,0,3000,16,16,1,24,0,1,12.5
41,0,800,16,0,0,55,0,700,36,0,12,0,0,3000,19,18,1,40,0,1,17.5
37,0,460,12,1,0,40,1,220,35,1,12,0,0,32500,19,17,0,40,21.06,1,5.5
44,0,160,14,0,0,51,0,260,49,0,12,0,0,0,24,31,0,40,0,1,6.5
56,0,692,18,0,0,40,0,1154,52,0,18,0,0,112500,32,28,0,55,52.492,1,20.98182
24,0,800,14,0,0,48,0,290,25,0,14,0,0,0,4,5,0,30,0,1,9.666667
39,0,671,16,1,0,99,0,900,35,1,18,0,1,45000,17,11,1,40,0,1,22.5
32,0,1350,18,0,0,45,0,400,33,0,18,0,0,112500,8,9,0,40,91.7,1,10
60,0,260,12,0,0,40,0,400,51,0,16,0,1,67500,42,29,0,35,46.7,1,11.42857
42,0,1000,16,0,0,40,1,340,38,0,16,0,0,67500,20,16,0,40,49.82,1,8.5
28,0,360,14,0,0,43,0,200,29,0,12,0,0,32500,8,11,1,40,22.1,1,5
33,0,350,16,0,0,40,1,330,33,0,13,0,0,37500,11,14,0,40,20.34,1,8.25
42,0,500,18,0,0,58,1,450,38,0,18,0,0,67500,18,14,0,45,44.1,1,10
37,0,500,14,0,0,50,0,400,35,0,16,0,0,45000,17,13,1,40,24.2,1,10
48,0,1500,18,0,0,45,1,692,46,0,18,0,1,112500,24,22,0,24,76.516,1,28.83333
43,0,600,16,0,0,46,1,500,41,0,17,0,0,22500,21,18,0,40,0,1,12.5
50,0,1150,18,0,0,40,0,560,47,0,16,0,0,67500,26,25,0,32,38.38,1,17.5
36,0,405,12,0,0,50,1,170,34,0,8,0,0,17500,18,20,0,40,8.66,1,4.25
48,0,300,12,0,0,60,0,245,50,0,12,0,0,17500,30,32,0,40,4.76,1,6.125
30,0,640,16,0,0,40,0,420,26,0,16,0,0,55000,8,4,0,40,33.16,1,10.5
60,0,100,12,0,0,16,0,150,53,0,10,0,0,11500,42,37,0,40,3.7,1,3.75
34,0,1200,13,0,0,40,1,250,35,0,12,0,0,27500,15,17,0,35,14.5,1,7.142857
44,0,600,17,0,0,55,1,720,43,0,17,0,1,112500,21,20,0,45,75.06,1,16
46,1,840,11,0,0,60,1,130,46,0,16,0,0,55000,29,24,0,20,48.24,1,6.5
27,0,400,12,0,0,50,0,225,26,0,12,0,0,22500,9,8,1,54,10.8,1,4.166667
46,0,1500,16,0,0,50,0,260,47,0,12,0,0,37500,24,29,0,32,23.98,1,8.125
54,0,232,13,0,0,40,0,293,51,0,14,0,0,27500,35,31,0,40,12.264,1,7.325
36,0,244,12,0,0,40,0,254,37,0,12,0,0,17500,18,19,1,30,4.292,1,8.466666
33,0,500,10,0,0,45,0,175,44,0,11,0,0,22500,17,27,0,40,13.4,1,4.375
56,0,360,12,0,0,50,0,160,56,0,8,0,0,11500,38,42,0,32,3.18,1,5
32,0,228,12,0,0,53,0,144,31,0,12,0,0,11500,14,13,1,35,4.012,1,4.114286
36,0,280,16,0,0,56,0,20,32,0,9,0,0,11500,14,17,1,6,10.46,1,3.333333
30,0,800,15,0,0,45,0,250,31,0,12,0,0,37500,9,13,0,40,24.5,1,6.25
39,0,650,16,0,0,60,1,202,41,0,14,0,0,45000,17,21,0,16,34.496,1,12.625
51,1,680,12,0,0,48,0,450,51,0,12,0,1,37500,33,33,0,40,14.1,1,11.25
55,0,175,12,0,0,0,0,232,51,0,10,0,0,22500,37,35,0,40,10.436,1,5.8
26,0,450,14,0,0,40,0,250,26,0,12,0,0,0,6,8,0,40,0,1,6.25
35,0,680,12,1,0,45,0,400,43,0,12,0,0,67500,17,25,0,45,46.7,1,8.888889
53,1,560,12,0,0,48,0,134,40,0,12,0,0,37500,35,22,0,20,30.532,1,6.7
34,1,750,14,0,0,56,1,270,34,0,12,0,0,55000,14,16,0,40,40.96,1,6.75
31,0,440,12,0,0,40,0,200,25,0,12,0,0,37500,13,7,0,32,27.1,1,6.25
48,0,710,16,0,0,48,0,525,37,0,15,0,0,55000,26,16,0,40,27.7,1,13.125
36,0,600,11,1,0,41,0,190,40,1,11,0,0,27500,19,23,0,35,17.62,1,5.428571
46,1,500,17,0,0,50,1,588,44,0,15,0,1,55000,23,23,0,40,24.424,1,14.7
30,1,629,12,0,0,40,0,312,31,0,12,0,0,27500,12,13,1,40,11.276,1,7.8
26,0,500,15,0,0,72,0,394,22,0,13,0,0,45000,5,3,0,55,24.512,1,7.163636
24,0,401,12,0,0,64,0,240,24,0,14,0,0,22500,6,4,1,32,10.02,1,7.5
37,0,650,14,0,0,48,0,103,36,0,12,0,0,37500,17,18,1,24,32.144,1,4.291667
38,0,640,13,0,0,40,1,30,38,0,13,0,0,45000,19,19,0,4,43.44,1,7.5
45,0,1019,16,0,0,40,1,224,44,0,12,0,0,55000,23,26,0,35,43.352,1,6.4
33,0,800,12,0,0,40,1,200,30,0,10,0,0,112500,15,14,0,40,102.1,1,5
57,0,520,18,0,0,36,0,85,50,0,12,0,0,32500,33,32,0,20,28.08,1,4.25
49,0,320,10,1,0,40,0,61,47,1,11,0,0,55000,33,30,0,12,51.828,1,5.083333
44,0,300,12,0,0,40,0,305,44,0,13,0,0,27500,26,25,0,40,11.64,1,7.625
38,0,1458,18,0,0,60,1,400,37,0,14,0,0,112500,14,17,0,40,91.7,1,10
26,0,700,16,0,0,50,0,500,30,0,16,0,0,55000,4,8,0,40,29,1,12.5
24,0,300,5,0,1,40,0,153,22,0,9,1,0,17500,13,7,1,35,9.544,1,4.371428
30,0,700,12,0,0,72,0,200,31,0,12,0,0,32500,12,13,1,32,22.1,1,6.25
41,0,481,10,0,0,42,0,80,29,0,14,0,0,22500,25,9,1,16,18.34,1,5
25,0,350,14,0,0,40,0,30,24,0,14,0,0,27500,5,4,1,8,25.94,1,3.75
31,0,250,14,0,0,50,0,231,28,0,13,0,0,27500,11,9,0,40,15.488,1,5.775
29,0,400,12,0,0,40,1,170,36,0,12,0,0,22500,11,18,0,32,13.66,1,5.3125
60,0,175,13,0,0,18,1,463,59,0,15,0,0,32500,41,38,0,40,8.424,1,11.575
61,0,100,12,0,0,20,0,483,43,0,12,0,1,55000,43,25,0,40,29.884,1,12.075
48,0,438,13,0,0,41,0,318,51,0,14,0,0,67500,29,31,0,40,50.964,1,7.95
28,0,470,15,0,0,45,0,360,29,0,14,0,0,32500,7,9,0,40,13.78,1,9
52,1,769,16,0,0,40,1,720,43,0,15,0,0,67500,30,22,0,32,30.06,1,22.5
40,0,450,16,0,0,50,1,400,38,0,18,0,0,55000,18,14,0,24,34.2,1,16.66667
29,0,475,10,0,0,40,1,65,25,0,10,0,0,13750,13,9,0,15,10.37,1,4.333333
48,0,1350,12,0,0,40,0,600,43,0,15,0,1,112500,30,22,0,40,81.3,1,15
43,0,800,17,0,0,50,0,1020,43,0,17,0,0,112500,20,20,0,72,59.46,1,14.16667
45,0,596,14,0,0,56,1,176,40,0,12,0,0,37500,25,22,0,28,28.348,1,6.285714
33,0,400,12,0,0,40,0,77,33,0,12,0,0,45000,15,15,1,16,40.996,1,4.8125
34,0,538,14,0,0,40,0,110,31,0,16,0,0,27500,14,9,0,24,21.78,1,4.583333
29,0,570,14,0,0,40,0,315,29,0,16,0,0,32500,9,7,0,40,16.12,1,7.875
33,0,275,12,0,0,40,1,325,31,0,16,0,0,11500,15,9,0,40,0,1,8.125
27,0,640,12,0,0,0,0,373,23,0,12,0,0,45000,9,5,0,40,25.604,1,9.325
60,0,482,8,0,0,40,0,336,57,0,13,0,0,37500,46,38,0,40,20.028,1,8.4
39,0,1600,16,0,0,30,0,850,38,0,14,0,0,112500,17,18,0,40,68.3,1,21.25
26,0,596,9,0,0,40,1,250,26,0,16,0,0,27500,11,4,0,40,14.5,1,6.25
59,0,300,12,0,0,60,0,425,59,0,12,0,0,27500,41,41,0,72,5.4,1,5.902778
31,0,360,15,0,0,70,0,365,28,0,16,0,1,45000,10,6,1,40,26.02,1,9.125
51,0,364,2,0,1,48,0,180,50,0,2,1,0,37500,43,42,0,40,28.14,1,4.5
40,0,1200,12,0,0,60,0,240,33,0,16,0,0,55000,22,11,1,16,42.52,1,15
32,0,385,15,0,1,35,0,320,35,0,16,0,0,22500,11,13,1,40,5.86,1,8
41,0,450,18,0,0,60,1,300,39,0,13,0,0,37500,17,20,0,24,21.9,1,12.5
55,0,325,18,0,0,0,1,640,50,0,13,0,0,55000,31,31,0,40,21.72,1,16
39,0,475,14,0,1,40,0,575,28,0,13,0,0,45000,19,9,0,40,15.1,1,14.375
50,0,1000,18,0,0,50,1,900,46,0,16,0,0,112500,26,24,0,50,65.7,1,18
50,0,560,12,0,1,40,0,225,38,0,14,0,0,27500,32,18,0,36,15.8,1,6.25
60,0,1000,18,0,0,50,0,800,53,0,18,0,0,3000,36,29,0,50,0,1,16
31,0,1000,12,0,0,55,0,1000,32,0,18,0,0,112500,13,8,1,40,60.5,1,25
41,0,550,13,0,0,50,1,462,41,0,16,0,0,55000,22,19,0,45,30.976,1,10.26667
44,0,330,13,0,0,50,1,200,45,0,13,0,0,32500,25,26,0,40,22.1,1,5
30,0,368,7,0,0,40,0,300,32,0,12,0,0,27500,17,14,1,40,11.9,1,7.5
41,0,757,16,0,0,40,1,810,43,0,18,0,1,67500,19,19,0,45,25.38,1,18
53,0,1500,12,0,0,50,0,800,34,0,16,0,1,67500,35,12,0,40,25.9,1,20
41,1,480,16,0,0,40,0,560,38,0,14,0,1,67500,19,18,1,40,38.38,1,14
59,0,93,16,0,0,40,0,465,52,0,13,0,0,55000,37,33,0,45,30.82,1,10.33333
51,0,600,12,0,0,40,1,460,46,0,16,0,0,45000,33,24,0,40,21.08,1,11.5
34,1,520,13,0,0,0,0,360,30,0,13,0,0,37500,15,11,1,40,18.78,1,9
32,0,933,11,0,0,99,0,180,33,0,11,0,1,17500,15,16,1,32,8.14,1,5.625
46,0,835,12,0,0,49,0,400,39,0,16,0,0,55000,28,17,0,25,34.2,1,16
46,0,1000,18,0,0,43,1,325,43,0,17,0,0,67500,22,20,0,40,50.6,1,8.125
48,0,600,12,0,0,55,0,500,48,0,12,0,0,55000,30,30,0,40,29,1,12.5
26,0,480,12,1,0,40,0,390,28,1,16,0,0,45000,8,6,1,40,24.72,1,9.75
28,1,600,14,0,0,60,0,300,23,0,12,0,0,27500,8,5,0,40,11.9,1,7.5
